1,Snicket tops US box office chart. The film adaptation of Lemony Snicket novels has topped the North America box office chart
2,Market unfazed by Aurora setback. As the Aurora limped back to its dock on 20 January
4,MPs demand 'Budget leak' answers. Ministers have been asked to explain how Budget details were printed in a London newspaper half an hour before Gordon Brown made his speech.
4,Parliament's record of scandal. In a locked room at the heart of Parliament there is a hive of scandal.
1,Goodrem wins top female MTV prize. Pop singer Delta Goodrem has scooped one of the top individual prizes at the first Australian MTV Music Awards.
2,GM pays $2bn to evade Fiat buyout. General Motors of the US is to pay Fiat 1.55bn euros ($2bn; Â£1.1bn) to get out of a deal which could have forced it to buy the Italian car maker outright.
2,IMF 'cuts' German growth estimate. The International Monetary Fund is to cut its 2005 growth forecast for the German economy from 1.8% to 0.8%
1,EastEnders 'is set for US remake'. Plans to create a US soap based on the BBC's EastEnders have reportedly been drawn up by the Fox TV network.
1,Pete Doherty misses bail deadline. Singer Pete Doherty will have to spend the weekend in jail because he could not come up with Â£150
2,Chinese dam firm 'defies Beijing'. The China Three Gorges Project Corp is refusing to obey a government order to stop construction of one of its giant dams
4,"Blunkett sorry over murder plan. David Blunkett has apologised to MPs after the Home Office announced ""prematurely"" via press release a review of murder laws."
4,Straw praises Kashmir moves. The UK has welcomed the decision by India and Pakistan to open a bus link across the ceasefire line dividing the disputed region of Kashmir.
3,Ferguson urges Henry punishment. Sir Alex Ferguson has called on the Football Association to punish Arsenal's Thierry Henry for an incident involving Gabriel Heinze.
3,Officials respond in court row. Australian tennis' top official has defended the Australian Open courts at Melbourne Park after criticism of the playing surface by Lleyton Hewitt.
4,"Women MPs reveal sexist taunts. Women MPs endure ""shocking"" levels of sexist abuse at the hands of their male counterparts"
3,Hearts of Oak 3-2 Cotonsport. Hearts of Oak set up an all Ghanaian Confederation Cup final with a 3-2 win over Cameroon's Cotonsport Garoua in Accra on Sunday.
5,Pandas benefit from wireless net. The world's dwindling panda population is getting a helping hand from a wireless internet network.
5,Latest Opera browser gets vocal. Net browser Opera 8.0
4,Kilroy-Silk quits 'shameful' UKIP. Ex-chat show host Robert Kilroy-Silk has quit the UK Independence Party and accused it of betraying its supporters.
4,'More to do' on adult literacy. The government will only hit its target for improving adult maths and literacy skills if courses are made more attractive
2,Crossrail link 'to get go-ahead'. The Â£10bn Crossrail transport plan
1,DJ double act revamp chart show. DJ duo JK and Joel are taking over BBC Radio 1's flagship chart show on Sunday
3,Chepkemei joins Edinburgh line-up. Susan Chepkemei has decided she is fit enough to run in next month's Great Edinburgh International Cross Country.
1,Elvis 'set for chart hat-trick'. The late US legend Elvis Presley is likely to score his third UK number one single in three weeks on Sunday
1,Dance music not dead says Fatboy. DJ Norman Cook - aka Fatboy Slim - has said that dance music is not dead
2,Chinese wine tempts Italy's Illva. Italy's Illva Saronno has agreed to buy 33% of Changyu
3,Sella wants Michalak recall. Former France centre Philippe Sella believes coach Bernard Laporte must recall Frederic Michalak to give his side any chance of beating Ireland.
5,EU software patent law delayed. Controversial new EU rules for the patenting of computer-based inventions have been put on hold due to a last minute intervention from Poland.
3,Davenport puts retirement on hold. Lindsay Davenport has put any talk of retirement on hold after having a largely injury-free 2004 campaign.
4,UK pledges Â£1bn to vaccine effort. UK Chancellor Gordon Brown has offered Â£960m ($1.8bn) over 15 years to an international scheme aiming to boost vaccination and immunisation schemes.
2,Markets fall on weak dollar fears. Rising oil prices and the sinking dollar hit shares on Monday after a finance ministers' meeting and stern words from Fed chief Alan Greenspan.
4,Visa row mandarin made Sir John. The top civil servant at the centre of the David Blunkett visa affair has been knighted in the New Year Honours.
1,Willis sues over movie 'injury'. Actor Bruce Willis is suing Revolution Studios over an injury he said he suffered while making Tears of the Sun.
2,Irish markets reach all-time high. Irish shares have risen to a record high
3,Disappointed Scott in solid start. Allan Scott is confident of winning a medal at next week's European Indoor Championships after a solid debut on the international circuit.
5,Gamers could drive high-definition. TV
3,Wenger steps up row. Arsene Wenger has stepped up his feud with Sir Alex Ferguson by claiming the Manchester United manager is guilty of bringing football into disrepute.
2,Germany calls for EU reform. German Chancellor Gerhard Schroeder has called for radical reform of the EU's stability pact to grant countries more flexibility over their budget deficits.
2,US insurer Marsh cuts 2. Up to 2
4,Immigration to be election issue. Immigration and asylum have normally been issues politicians from the big parties have tiptoed around at election time.
4,"Kilroy launches 'Veritas' party. Ex-BBC chat show host and East Midlands MEP Robert Kilroy-Silk said he wanted to ""change the face of British politics"" as he launched his new party. Mr Kilroy-Silk"
2,Takeover offer for Sunderland FC. Bob Murray
3,Newry to fight cup exit in courts. Newry City are expected to discuss legal avenues on Friday regarding overturning their ejection from the Nationwide Irish Cup.
2,Boeing unveils new 777 aircraft. US aircraft firm Boeing has unveiled its new long-distance 777 plane
4,Amnesty chief laments war failure. The lack of public outrage about the war on terror is a powerful indictment of the failure of human rights groups
5,Mobile games come of age. The BBC News website takes a look at how games on mobile phones are maturing. A brief round-up follows but you can skip straight to the reviews by clicking on the links below. Part two will follow on Monday.
4,Child access law shake-up planned. Parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers.
4,Parties' plans for council tax. Anger at council tax rises spilled over into mass protests in 2003
2,Germany nears 1990 jobless level. German unemployment rose for the 11th consecutive month in December - making the year's average jobless total the highest since reunification.
2,No seasonal lift for house market. A swathe of figures have provided further evidence of a slowdown in the UK property market.
3,Prodigy Monfils blows away Gaudio. French prodigy Gael Monfils underlined his huge promise by beating French Open champion Gaston Gaudio 6-4 7-6 (7-4) in the first round of the Qatar Open.
1,Bennett play takes theatre prizes. The History Boys by Alan Bennett has been named best new play in the Critics' Circle Theatre Awards.
2,Shares hit by MS drug suspension. Shares in Elan and Biogen Idec plunged on Monday as the firms suspended sales of new multiple sclerosis drug Tysabri after a patient's death in the US.
5,Rolling out next generation's net. The body that oversees how the net works
5,Microsoft gets the blogging bug. Software giant Microsoft is taking the plunge into the world of blogging.
2,German jobless rate at new record. More than 5.2 million Germans were out of work in February
2,Saab to build Cadillacs in Sweden. General Motors
4,Police chief backs drinking move. A chief constable has backed the introduction of 24-drinking
2,S Korean lender faces liquidation. Creditors of South Korea's top credit card firm have said they will put the company into liquidation if its ex-parent firm fails to back a bail-out.
1,Aviator 'creator' in Oscars snub. The man who said he got Oscar-nominated movie The Aviator off the ground and signed up Leonardo DiCaprio has been shut out of the Academy Awards race.
2,Jobs growth still slow in the US. The US created fewer jobs than expected in January
3,Legendary Dutch boss Michels dies. Legendary Dutch coach Rinus Michels
4,Campbell returns to election team. Ex-Downing Street media chief Alastair Campbell will return to the fold to strengthen Labour's general election campaign
1,Music mogul Fuller sells company. Pop Idol supremo Simon Fuller has sold his 19 Entertainment company to an US entrepreneur in a $156m (Â£81.5m) deal.
3,Lewis-Francis turns to Christie. Mark Lewis-Francis has stepped up his preparations for the new season by taking advice from British sprint icon Linford Christie.
3,Houllier praises Benitez regime. Former Liverpool manager Gerard Houllier has praised the work of his Anfield successor Rafael Benitez.
4,Student 'fee factor' played down. A rise has been recorded in the number of students from south of the border applying to universities in Scotland.
2,Georgia plans hidden asset pardon. Georgia is offering a one-off 'tax amnesty' to people who hid their earnings under the regime of former president Eduard Shevardnadze.
2,Man Utd to open books to Glazer. Manchester United's board has agreed to give US tycoon Malcolm Glazer access to its books.
5,Gadget growth fuels eco concerns. Technology firms and gadget lovers are being urged to think more about the environment when buying and disposing of the latest hi-tech products.
2,Giving financial gifts to children. Your child or grandchild may want the latest toy this Christmas
3,Hodgson relishes European clashes. Former Blackburn boss Roy Hodgson says the Premiership should follow the rest of Europe and have a winter break - but insists that a gruelling domestic schedule will not damage the English elite's bid for Champions League glory.
4,Campbell: E-mail row 'silly fuss'. Ex-No 10 media chief Alastair Campbell is at the centre of a new political row over an e-mail containing a four-letter outburst aimed at BBC journalists.
3,Scots suffer another injury blow. Scotland's back row crisis has worsened ahead of the RBS Six Nations with news that Scott Gray will miss out on the opening matches.
2,Lufthansa may sue over Bush visit. German airline Lufthansa may sue federal agencies for damages after the arrival of US president George W Bush disrupted flights.
2,"Ukraine trims privatisation check. Ukraine is to review ""dozens"" of state asset sales as the country's new administration tackles corruption."
5,Online games play with politics. After bubbling under for some time
2,Aviation firms eye booming India. India's defence minister has opened the country's Aero India 2005 air show with an invitation for global aerospace firms to outsource jobs to the nation.
2,EU 'too slow' on economic reforms. Most EU countries have failed to put in place policies aimed at making Europe the world's most competitive economy by the end of the decade
2,Diageo to buy US wine firm. Diageo
3,Smith aims to bring back respect. Scotland manager Walter Smith says he wants to restore the national team's respectability in world football.
2,Troubled Marsh under SEC scrutiny. The US stock market regulator is investigating troubled insurance broker Marsh & McLennan's shareholder transactions
2,Dollar hits new low versus euro. The US dollar has continued its record-breaking slide and has tumbled to a new low against the euro.
5,A decade of good website design. The web looks very different today than it did 10 years ago.
4,UK troops on Ivory Coast standby. Downing Street has confirmed British troops are on standby in case they need to help evacuate several hundred UK citizens from Ivory Coast.
3,"Fuming Robinson blasts officials. England coach Andy Robinson said he was ""livid"" after his side were denied two tries in Sunday's 19-13 Six Nations loss to Ireland in Dublin."
1,Brando 'rejected Godfather role'. Late film star Marlon Brando is said to have repeatedly turned down his Oscar-winning role in The Godfather.
5,More movies head to Sony's PSP. Movies Open Water and Saw are among those to be made available for Sony's PSP games console.
3,Henman to face Saulnier test. British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.
2,Israel looks to US for bank chief. Israel has asked a US banker and former International Monetary Fund director to run its central bank.
5,Apple makes blogs reveal sources. Apple has won its legal fight to make three bloggers reveal who told them about unreleased products.
3,Mourinho to escape FA charge. Chelsea boss Jose Mourinho will not face any Football Association action over the comments he made after their Carling Cup tie with Manchester United.
4,Boothroyd calls for Lords speaker. Betty Boothroyd has said the House of Lords needs its own Speaker and that peers should lead the way on reforming the upper chamber.
5,PC ownership to 'double by 2010'. The number of personal computers worldwide is expected to double by 2010 to 1.3 billion machines
2,Bat spit drug firm goes to market. A German firm whose main product is derived from the saliva of the vampire bat is looking to raise more than 70m euros ($91m; Â£49m) on the stock market.
2,Why few targets are better than many. The economic targets set out at the Lisbon summit of European Union leaders in 2000 were meant to help Europe leapfrog its way past the United States to become the world's leading economy by 2010.
3,Worcester v Sale (Fri). Sixways
3,Benitez 'to launch Morientes bid'. Liverpool may launch an Â£8m January bid for long-time target Fernando Morientes
2,Businesses fail to plan for HIV. Companies fail to draw up plans to cope with HIV/Aids until it affects 20% of people in a country
4,Mallon wades into NE vote battle. Middlesbrough mayor Ray Mallon has been drafted in to boost the Yes campaign as the North East assembly referendum enters its final week.
4,Hague 'given up' his PM ambition. Former Conservative leader William Hague says he will not stand for the leadership again
2,Nasdaq planning $100m-share sale. The owner of the technology-dominated Nasdaq stock index plans to sell shares to the public and list itself on the market it operates.
2,India calls for fair trade rules. India
5,Tech helps disabled speed demons. An organisation has been launched to encourage disabled people to get involved in all aspects of motorsport
3,Hamm bows out for US. Women's football legend Mia Hamm has played her final game.
2,AstraZeneca hit by drug failure. Shares in Anglo-Swedish drug have closed down 8% in UK trade after the failure of its Iressa drug in a major clinical trial.
4,"Blair says mayor should apologise. Tony Blair has urged London mayor Ken Livingstone to apologise for his ""Nazi"" comment to a Jewish reporter."
3,Wales stars need a rest - Ruddock. Wales coach Mike Ruddock has defended his decision not to release any of the international stars for this weekend's regional Celtic League fixtures.
1,Artists' secret postcards on sale. Postcards by artists including Damien Hirst and Tracey Emin have sold just hours after the opening of the Royal Academy of Arts annual Secrets sale.
1,Fightstar take to the stage. Charlie Simpson took his new band Fightstar to the stage on Friday night
1,"Snow Patrol bassist exits group. Snow Patrol had ""no other course of action"" but to ask their co-founder and bassist to leave the band"
4,Minimum wage increased to Â£5.05. The minimum wage will rise in October
3,Safin relieved at Aussie recovery. Marat Safin admitted he thought he was suffering another Australian Open final nightmare when he lost the opening set to Lleyton Hewitt.
4,MPs quiz aides over royal income. Senior officials at the two bodies generating private income for the Queen and Prince of Wales are to be questioned by MPs.
2,Sluggish economy hits German jobs. The number of people out of work in Europe's largest economy has risen for the tenth straight month as growth remains stubbornly slow.
1,Jamelia's return to the top. R&B star Jamelia had three Brit nominations to go with her triple triumph at last year's Mobo awards.
4,Brown calls for Â£5.5bn Aids fund. Gordon Brown has called on rich nations to fund a Â£5.5bn ($10bn) plan to fight the Aids epidemic and find a vaccine.
3,Edu describes tunnel fracas. Arsenal's Edu has lifted the lid on the scenes that followed Manchester United's win over the Gunners.
2,Italy to get economic action plan. Italian Prime Minister Silvio Berlusconi will unveil plans aimed at kickstarting the country's sputtering economy on Thursday night in Rome.
4,Ex-PM Lord Callaghan dies aged 92. Former Labour prime minister Lord Callaghan has died on the eve of his 93rd birthday.
4,Report attacks defence spending. The Ministry of Defence has been criticised over the soaring spending costs and growing delays of its top equipment projects.
2,Boeing secures giant Japan order. Boeing is to supply Japan Airlines with up to 50 of its forthcoming 7E7 planes in a deal that could be worth as much as $6bn (Â£3.1bn) for the US giant.
1,Lopez misses UK charity premiere. Jennifer Lopez cancelled an appearance at the UK charity premiere of her new movie saying she was too ill to fly.
3,Solskjaer raises hopes of return. Manchester United striker Ole Gunnar Solskjaer said he hoped to return next season following a career-threatening injury to his right knee.
4,Profile: Gordon Brown. The ultimate prize of 10 Downing Street may continue to elude him but
3,Gardener wins double in Glasgow. Britain's Jason Gardener enjoyed a double 60m success in Glasgow in his first competitive outing since he won 100m relay gold at the Athens Olympics.
3,Ferguson rues failure to cut gap. Boss Sir Alex Ferguson was left ruing Manchester United's failure to close the gap on Chelsea
4,Brown visits slum on Africa trip. Chancellor Gordon Brown has visited Kenya's biggest shantytown as he opened a week-long visit to Africa.
4,Citizenship event for 18s touted. Citizenship ceremonies could be introduced for people celebrating their 18th birthday
3,Highbury tunnel players in clear. The Football Association has said it will not be bringing charges over the tunnel incident prior to the Arsenal and Manchester United game.
3,Mourinho defiant on Chelsea form. Chelsea boss Jose Mourinho has insisted that Sir Alex Ferguson and Arsene Wenger would swap places with him.
3,Mutu to hold talks with Juventus. Disgraced former Chelsea striker Adrian Mutu is to begin talks with Juventus as he looks for a new club.
5,France starts digital terrestrial. France has become the last big European country to launch a digital terrestrial TV (DTT) service.
1,Rapper Snoop Dogg sued for 'rape'. US rapper Snoop Dogg has been sued for $25m (Â£13m) by a make-up artist who claimed he and his entourage drugged and raped her two years ago.
2,Cairn shares up on new oil find. Shares in Cairn Energy have jumped 6% after the firm said an Indian oilfield was larger than previously thought.
1,Three DJs replace Peel radio show. The late John Peel's BBC Radio 1 show is to be succeeded in February by three shows hosted by three DJs focusing on diverse
5,Multi-purpose TV aids India. Two-thirds of the world's population
3,Radcliffe proves doubters wrong. This won't go down as one of the greatest marathons of Paula's career. But as a test of character
2,Madagascar completes currency switch. Madagascar has completed the replacement of its Malagasy franc with a new currency
3,Republic to face China and Italy. The Republic of Ireland have arranged friendlies against China and Italy which will take place at Lansdowne Road in March and August.
5,Google to scan famous libraries. The libraries of five of the world's most important academic institutions are to be digitised by Google.
4,"Kilroy launches 'Veritas' party. Ex-BBC chat show host and East Midlands MEP Robert Kilroy-Silk has said he wants to ""change the face of British politics"" as he launched his new party."
1,Tautou 'to star in Da Vinci film'. French actress Audrey Tautou
1,Bangkok film festival battles on. Organisers of the third Bangkok International Film Festival have been determined to carry on with this year's event despite the ravages of the Asian tsunami disaster.
3,Kenya lift Chepkemei's suspension. Kenya's athletics body has reversed a ban on marathon runner Susan Chepkemei after she made an official apology.
3,Sociedad set to rescue Mladenovic. Rangers are set to loan out-of-favour midfielder Dragan Mladenovic to Real Sociedad
5,Apple Mac mini gets warm welcome. The Mac mini has been welcomed by Apple fans
3,Newcastle 2-1 Bolton. Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.
1,Lasting influence of legend Charles. Ray Charles
2,EU-US seeking deal on air dispute. The EU and US have agreed to begin talks on ending subsidies given to aircraft makers
2,Air China in $1bn London listing. China's national airline is to make its overseas stock market debut with a dual listing in London and Hong Kong
5,Gritty return for Prince of Persia. Still basking in the relatively recent glory of last year's Sands Of Time
3,SA return to Mauritius. Top seeds South Africa return to the scene of one of their most embarrassing failures when they face the Seychelles in the Cosafa Cup next month.
2,"German bidder in talks with LSE. Deutsche Boerse bosses have held ""constructive"
5,Apple laptop is 'greatest gadget'. The Apple Powerbook 100 has been chosen as the greatest gadget of all time
3,Kuznetsova 'failed a drugs test'. US Open champion Svetlana Kuznetsova has tested positive for a banned drug
1,TV presenter Deeley drops CD:UK. Cat Deeley has resigned as host of ITV1's Saturday morning children's music show CD:UK after six years.
3,Mauresmo opens with victory in LA. Amelie Mauresmo and Maria Sharapova won their opening matches at the Tour Championships in Los Angeles.
1,DVD review: Spider-Man 2. It's a universal rule that a film can either be a superhero special effects extravaganza or it can be good. But Spider-Man 2 breaks that rule in two.
5,What's next for next-gen consoles?. The next generation of video games consoles are in development but what will the new machines mean for games firms and consumers? We may not know when they will be released
1,US TV cuts nudity from BBC film. A US TV network is editing BBC Films' Dirty War to avoid showing the front of a nude woman being scrubbed down after a fictional chemical attack.
1,Tarantino 'to make Friday sequel'. Director Quentin Tarantino is in talks to write and direct a new instalment in the Friday the 13th horror franchise
4,Mrs Howard gets key election role. Michael Howard's ex-model wife
2,Asian quake hits European shares. Shares in Europe's leading reinsurers and travel firms have fallen as the scale of the damage wrought by tsunamis across south Asia has become apparent.
5,Firefox browser takes on Microsoft. Microsoft's Internet Explorer has a serious rival in the long-awaited Firefox 1.0 web browser
3,Wenger handed summer war chest. Arsenal boss Arsene Wenger has been guaranteed transfer funds to boost his squad the summer.
2,Australia rates at four year high. Australia is raising its benchmark interest rate to its highest level in four years despite signs of a slowdown in the country's economy.
3,Real in talks over Gravesen move. Real Madrid are closing in on a Â£2m deal for Everton's Thomas Gravesen after the Dane's agent travelled to Spain to hold talks about a move.
5,Sony PSP console hits US in March. US gamers will be able to buy Sony's PlayStation Portable from 24 March
5,Game firm holds 'cast' auditions. Video game firm Bioware is to hold open auditions for people to become cast members for future games.
1,UK Directors Guild nominees named. Martin Scorsese and Clint Eastwood are among the nominees for the top prize at the Directors Guild of Great Britain awards
4,Brown and Blair face new rift claims. For the umpteenth time
4,Clarke defends terror detentions. The home secretary has defended his decision not to release foreign terror suspects despite a legal ruling their detention breached human rights laws.
1,Comic Morris returns with sitcom. Comedian Chris Morris
2,US interest rates increased to 2%. US interest rates are to rise for the fourth time in five months
2,Giant waves damage S Asia economy. Governments
4,Police probe BNP mosque leaflet. Police are investigating a British National Party leaflet posted to homes in south Wales opposing plans for a new mosque.
1,Deal to ban 'homophobic' reggae. The reggae industry is to refuse to release or stage concerts featuring homophobic songs under a global deal struck with gay rights groups.
2,GM. US car firms General Motors (GM) and Ford have been forced to cut production in the face of falling car sales.
3,Palace threat over Cantona masks. Manchester United fans wearing Eric Cantona masks will not be allowed in Selhurst Park on Saturday.
1,"Bets off after Big Brother 'leak'. A bookmaker has stopped taking bets on Celebrity Big Brother after claiming ""sensitive information"" about the Channel 4 show had been leaked."
3,A year to remember for Irish. There used to be one subliminal moment during a year in Irish rugby that stood out more than most.
2,Ukraine revisits state sell-offs. Ukraine is preparing what could be a wholesale review of the privatisation of thousands of businesses by the previous administration.
2,India's Deccan seals $1.8bn deal. Air Deccan has ordered 30 Airbus A320 planes in a $1.8bn (Â£931m) deal as India's first low-cost airline expands in the fast-growing domestic market.
5,Warning over tsunami aid website. Net users are being told to avoid a scam website that claims to collect cash on behalf of tsunami victims.
5,Broadband in the UK gathers pace. One person in the UK is joining the internet's fast lane every 10 seconds
3,Farrell saga to drag on - Lindsay. Wigan chairman Maurice Lindsay says he does not expect a quick solution to the on-going saga of captain Andy Farrell's possible switch to rugby union.
2,Call to overhaul UK state pension. The UK pension system has been branded inadequate and too complex by a leading retirement think-tank.
2,Deadline nears for Fiat-GM deal. Fiat and General Motors (GM) have until midnight on 1 February to settle a disagreement over a potential takeover.
2,"Fed chief warning on US deficit. Federal Reserve chairman Alan Greenspan has warned that allowing huge US budget deficits to continue could have ""severe"" consequences."
2,Venezuela identifies 'idle' farms. Venezuelan authorities have identified more than 500 farms
2,Soaring oil 'hits world economy'. The soaring cost of oil has hit global economic growth
4,UKIP MEP attacked German 'empire'. A UK Independence Party MEP suggested Germany saw the EU as an 'empire' and was cheaper than using tanks
5,Santy worm makes unwelcome visit. Thousands of website bulletin boards have been defaced by a virus that used Google to spread across the net.
4,Tory leader 'cleared' over work. Scottish Conservative Party leader David McLetchie claims he has been cleared over a potential conflict of interest.
2,Ad sales boost Time Warner profit. Quarterly profits at US media giant TimeWarner jumped 76% to $1.13bn (Â£600m) for the three months to December
3,"Liverpool revel in night of glory. Liverpool manager Rafael Benitez said their qualification for the next stage of the Champions League was ""one of the proudest nights of my career."""
4,Profile: David Blunkett. Before he resigned the position of home secretary on Wednesday
4,At a glance: Tory health checks. The UK' opposition Conservatives have unveiled plans to introduce health checks for immigrants if they win the General Election. Here's a guide to the plan:
5,Seamen sail into biometric future. The luxury cruise liner Crystal Harmony
4,Blair defends terror law changes. The prime minister has defended measures to allow house arrest without trial
3,Dallaglio his own man to the end. Controversy and Lawrence Dallaglio have never been very far away from each other throughout a glittering international career.
5,Rich pickings for hi-tech thieves. Viruses
5,Sony PSP tipped as a 'must-have'. Sony's Playstation Portable is the top gadget for 2005
2,"Unilever shake up as profit slips. Anglo-Dutch consumer goods giant Unilever is to merge its two management boards after reporting ""unsatisfactory"" earnings for 2004."
1,Bookmakers back Aviator for Oscar. The Aviator has been tipped by UK bookmakers as the favourite to win the best film award at this year's Oscars.
3,Wilkinson to miss Ireland match. England will have to take on Ireland in the Six Nations without captain and goal-kicker Jonny Wilkinson
2,Ailing EuroDisney vows turnaround. EuroDisney
2,China's Shanda buys stake in Sina. Chinese online game operator Shanda Interactive Entertainment has bought a 20% stake in Sina
4,Crisis 'ahead in social sciences'. A national body designed to tackle skills shortages in key subjects should be set up
3,Juninho demand for O'Neill talks. Juninho's agent has confirmed that the player is hoping for talks with Martin O'Neill as the Brazilian midfielder comes closer to departing Celtic.
2,German business confidence slides. German business confidence fell in February knocking hopes of a speedy recovery in Europe's largest economy.
1,Tautou 'to star in Da Vinci film'. French actress Audrey Tautou
4,Stalemate in pension strike talks. Talks aimed at averting national strikes over pension reforms have ended without agreement after 90 minutes.
2,Japanese banking battle at an end. Japan's Sumitomo Mitsui Financial has withdrawn its takeover offer for rival bank UFJ Holdings
3,Israeli club look to Africa. Four African players
3,Cup holders Man Utd visit Everton. Holders Manchester United and Premiership leaders Chelsea both face difficult away ties against Premiership opposition in the FA Cup fifth round.
5,Broadband fuels online expression. Fast web access is encouraging more people to express themselves online
1,Brits return Keane to number one. Brits success has helped return Keane's award-winning album Hopes and Fears back to the top of the UK album chart.
5,Halo 2 heralds traffic explosion. The growing popularity of online gaming could spell problems for net service firms
1,Vera Drake's Bafta triumph hope. At the Bafta film awards on Saturday night
5,Virus poses as Christmas e-mail. Security firms are warning about a Windows virus disguising itself as an electronic Christmas card.
4,"Kennedy questions trust of Blair. Lib Dem leader Charles Kennedy has said voters now have a ""fundamental lack of trust"" of Tony Blair as prime minister."
